CODE,TYPE,HEADING,LABELS,STOCKS,COST,DETAILS
 B7218400,necklaces,Saphirs LÃ©gers de Cartier necklace,"pink gold, pink sapphire",20,1030.00 INR,"Saphirs LÃ©gers de Cartier necklace, 18K pink gold, set with a pink sapphire."
 H7000013,necklaces,PanthÃ¨re de Cartier necklace,"white gold, emeralds, onyx, diamonds",20,103000.00 INR,"PanthÃ¨re de Cartier necklace, 18K white gold, set with 614 brilliant-cut diamonds (4.23 carats), emeralds and onyx."
 H7000087,necklaces,Paris Nouvelle Vague necklace,"pink gold, diamonds",20,106000.00 INR,"Paris Nouvelle Vague necklace, 18K pink gold, set with 114 diamonds totaling 5.27 carats."
 N7424283,necklaces,Reflection de Cartier necklace,"white gold, diamonds",20,11200.00 INR,"Reflection de Cartier necklace, 18K white gold, set with 1 troidia-cut diamond of 0.22 carat, 1 princess-cut diamond of 0.23 carat and 5 baguette-cut diamonds totaling 0.36 carat."
 B7060900,necklaces,Chain necklace,"white gold, yellow gold, pink gold",20,1250.00 INR,"Chain necklace, 18K white gold, 18K pink gold, 18K yellow gold."
 B7224736,necklaces,Chain necklace,yellow gold,20,1250.00 INR,"Chain necklace, 18K yellow gold."
 HP700855,necklaces,PanthÃ¨re de Cartier necklace,"white gold, emeralds, ceramic, onyx, diamonds",20,126000.00 INR,"PanthÃ¨re de Cartier necklace, 18K white gold, black ceramic, set with 633 brilliant-cut diamonds totaling 6.05 carats. Emeralds, onyx."
 N7424322,necklaces,Etincelle de Cartier necklace,"pink gold, diamonds",20,12800.00 INR,"Ã‰tincelle de Cartier necklace, 18K pink gold, set with 97 brilliant-cut pavÃ© diamonds totaling 1.16 carats."
 B7215700,necklaces,"Diamants LÃ©gers necklace, SM","pink gold, diamond",20,1290.00 INR,"Diamants LÃ©gers necklace, small model, 18K pink gold, set with a brilliant-cut diamond of 0.09 carat."
 B7215800,necklaces,"Diamants LÃ©gers necklace, SM","yellow gold, diamond",20,1290.00 INR,"Diamants LÃ©gers necklace, small model, 18K yellow gold, set with a brilliant-cut diamond of 0.09 carat."
 B7218200,necklaces,Trinity necklace,"white gold, yellow gold, pink gold",20,1300.00 INR,"Trinity necklace, 18K white gold, 18K pink gold, 18K yellow gold, pink gold chain. Inner diameter: 7.3 mm. Neck size: 36-38-40."
 B7012000,necklaces,Chain necklace,white gold,20,1340.00 INR,"Chain necklace, 18K white gold."
 N7424287,necklaces,Etincelle de Cartier necklace,"white gold, diamonds",20,13700.00 INR,"Etincelle de Cartier necklace, 18K white gold, set with 97 brilliant-cut pavÃ© diamonds totaling 1.17 carats"
 B7215900,necklaces,"Diamants LÃ©gers necklace, SM","white gold, diamond",20,1380.00 INR,"Diamants LÃ©gers necklace, small model, 18K white gold, set with a brilliant-cut diamond of 0.09 carats."
 B7224574,necklaces,Trinity necklace,"white gold, yellow gold, pink gold",20,1460.00 INR,"Trinity necklace, 18K white gold, 18K pink gold, 18K yellow gold, pink gold chain. Inner diameter: 10.7 mm. Neck size: 39-42."
 B3040400,necklaces,Symbols necklace,"pink gold, diamonds",20,1580.00 INR,"C Heart of Cartier necklace, extra-small model, 18K pink gold, set with a brilliant-cut diamond of 0.01 carat."
 N7424240,necklaces,Cactus de Cartier Necklace,"pink gold, spinels, diamonds",20,16100.00 INR,"Cactus de Cartier necklace, 18K pink gold, set with 8 spinels and 11 brilliant-cut diamonds totaling 0.19 carats."
 N3108600,necklaces,Etincelle de Cartier necklace,"white gold, diamonds",20,16300.00 INR,"Etincelle de Cartier necklace, 18K white gold, set with 140 brilliant-cut diamonds totaling 1.15 carats."
 B7221600,necklaces,Symbols necklace,"white gold, diamond",20,1690.00 INR,"C Heart of Cartier pendant, extra-small model, 18K white gold set with a brilliant-cut diamond of 0.01 carat."
 N7424320,necklaces,Agrafe necklace,"pink gold, diamonds",20,17600.00 INR,"Agrafe necklace, 18K pink gold, set with 73 brilliant-cut pavÃ© diamonds totaling 1.48 carats."
 N3029200,necklaces,Agrafe necklace,"pink gold, diamonds",20,17600.00 INR,"Agrafe necklace, 18K pink gold, set with 70 brilliant-cut diamonds totaling 1.51 carats."
 N3027000,necklaces,Trinity necklace,"white gold, yellow gold, pink gold, diamonds",20,18200.00 INR,"Trinity necklace, medium model, 18K white gold, 18K pink gold, 18K yellow gold, set with 144 brilliant-cut diamonds totaling 1.16 carats. Sold on a cord."
 N3108500,necklaces,Trinity necklace,"white gold, ceramic, diamonds",20,18300.00 INR,"Trinity necklace, very large model, 18K white gold, black ceramic, set with 166 brilliant-cut diamonds totaling 0.82 carat."
 N7424210,necklaces,PanthÃ¨re de Cartier necklace,"yellow gold, tsavorite garnets, onyx",20,18400.00 INR,"PanthÃ¨re de Cartier necklace, 18K yellow gold, set with tsavorite garnets and an onyx nose."
 N7424321,necklaces,Agrafe necklace,"white gold, diamonds",20,18900.00 INR,"Agrafe necklace, 18K white gold, set with 73 brilliant-cut pavÃ© diamonds totaling 1.48 carats."
 N3028000,necklaces,Agrafe necklace,"white gold, diamonds",20,18900.00 INR,"Agrafe necklace, 18K white gold, set with 70 brilliant-cut diamonds totaling 1.51 carats."
 B3047200,necklaces,"Amulette de Cartier necklace, XS model","pink gold, onyx, diamonds",20,1900.00 INR,"Amulette de Cartier necklace, XS model, 18K pink gold, onyx, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
 N7424211,necklaces,PanthÃ¨re de Cartier necklace,"non-rhodiumized white gold, tsavorite garnets, onyx",20,19700.00 INR,"PanthÃ¨re de Cartier necklace, non-rhodiumized 18K white gold, set with tsavorite garnets and an onyx nose."
 H7000080,necklaces,Les Oiseaux LibÃ©rÃ©s necklace,"pink gold, tsavorite garnet, spessartite garnet, mother-of-pearl, brown diamonds, yellow diamonds, orange diamonds, diamonds",20,200000.00 INR,"Les Oiseaux LibÃ©rÃ©s necklace, 18K pink gold, gray mother-of-pearl, tsavorite garnet, mandarin garnet, 3 briolette-cut brown diamonds, set with 861 brilliant-cut white diamonds totaling 6.63 carats and 93 brilliant-cut yellow, brown and orange diamonds totaling 0.80 carats."
 B7219200,necklaces,Logo necklace,"pink gold, diamonds",20,2010.00 INR,"Double C de Cartier necklace, 18K pink gold, set with 5 brilliant-cut diamonds totaling 0.02 carat."
 B7212400,necklaces,Love necklace,yellow gold,20,2160.00 INR,"Love necklace, 18K yellow gold. Inner diameter 8mm. Chain length: 440mm."
 B7212300,necklaces,Love necklace,pink gold,20,2160.00 INR,"Love necklace, 18K rose gold. Inner diameter 8mm. Chain length: 440mm."
 B7224550,necklaces,"Amulette de Cartier necklace, XS model","pink gold, malachite, diamond",20,2180.00 INR,"Amulette de Cartier necklace, XS model, 18K pink gold, malachite, set with a brilliant-cut diamond of 0.02 carats.  Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
 B7224518,necklaces,"Amulette de Cartier necklace, XS model","pink gold, carnelian, diamond",20,2180.00 INR,"Amulette de Cartier necklace, XS model, 18K pink gold, carnelian, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
 B3041200,necklaces,Trinity necklace,"white gold, yellow gold, pink gold",20,2220.00 INR,"Trinity necklace, medium model, 18K white gold, 18K rose gold, 18K yellow gold. Comes on a cord. Inner diameter 19.4mm."
 B7219500,necklaces,"Love necklace, 2 diamonds","yellow gold, diamonds",20,2230.00 INR,"Love necklace, 18K yellow gold, set with 2 brilliant-cut diamonds totaling 0.03 carats. Inner diameter: 7.8 mm. Chain length: 392 mm."
 B7224509,necklaces,"Love necklace, 2 diamonds","pink gold, diamonds",20,2230.00 INR,"Love necklace, 18K rose gold, set with 2 brilliant-cut diamonds totaling 0.03 carats. Inner diameter 7.8mm. Chain length: 392mm."
 B7058800,necklaces,Trinity necklace,"white gold, yellow gold, pink gold",20,2270.00 INR,"Trinity necklace, 18K yellow gold, 18K pink gold, 18K white gold."
 H3000008,necklaces,Les Oiseaux LibÃ©rÃ©s necklace,"white gold, emeralds, mother-of-pearl, diamonds",20,228000.00 INR,"Les Oiseaux LibÃ©rÃ©s necklace, 18K white gold, gray mother-of pearl, emeralds, emerald beads, set with 477 brilliant-cut diamonds totaling 3.21 carats."
 B7212500,necklaces,Love necklace,white gold,20,2310.00 INR,"Love necklace, 18K white gold. Inner diameter 8mm. Chain length: 440mm."
 B7224744,necklaces,Clash de Cartier necklace Small Model,pink gold,20,2370.00 INR,"Clash de Cartier necklace, small model, 18K pink gold. Pendant size: 41.5mm. Width: 6.4mm. Adjustable chain length: 38-41cm"
 B7219400,necklaces,"Love necklace, 2 diamonds","white gold, diamonds",20,2390.00 INR,"Love necklace, 18K white gold, set with 2 brilliant-cut diamonds totaling 0.03 carats. Inner diameter: 7.8 mm. Chain length: 392 mm."
 B7215500,necklaces,"Diamants LÃ©gers necklace, LM","yellow gold, diamond",20,2390.00 INR,"Diamants LÃ©gers necklace, large model, 18K yellow gold, set with a brilliant-cut diamond of 0.18 carat."
 B7215600,necklaces,"Diamants LÃ©gers necklace, LM","pink gold, diamond",20,2390.00 INR,"Diamants LÃ©gers necklace, large model, 18K pink gold, set with a brilliant-cut diamond of 0.18 carat."
 N7424121,necklaces,PanthÃ¨re de Cartier necklace,"yellow gold, black lacquer, tsavorite garnets, onyx, diamonds",20,24000.00 INR,"PanthÃ¨re de Cartier necklace, 18K yellow gold, black lacquer, set with 36 brilliant-cut diamonds (0.24 carats), tsavorite garnets and onyx."
 N7424239,necklaces,PanthÃ¨re de Cartier necklace,"pink gold, tsavorite garnets, onyx, black lacquer, diamonds.",20,24000.00 INR,"PanthÃ¨re de Cartier necklace, 18K pink gold, black lacquer, set with 36 brilliant-cut diamonds (0.24 carats), tsavorite garnets and onyx."
 B7221700,necklaces,Symbols necklace,"white gold, diamonds",20,2440.00 INR,"Cross necklace, 18K white gold, set with 11 brilliant-cut diamonds totaling 0.13 carat."
 B7215400,necklaces,"Diamants LÃ©gers necklace, LM","white gold, diamond",20,2550.00 INR,"Diamants LÃ©gers necklace, large model, 18K white gold, set with a brilliant-cut diamond of 0.18 carat."
 N7412900,necklaces,PanthÃ¨re de Cartier necklace,"yellow gold, ceramic, lacquer, tsavorite garnet, diamonds",20,25500.00 INR,"18K yellow gold necklace set with ceramic ring, black lacquer spots, onyx nose, tsavorite garnet eyes and diamonds."
 B3153108,necklaces,"Amulette de Cartier necklace, XS model","yellow gold, lapis lazuli, diamond",20,2560.00 INR,"Amulette de Cartier necklace, XS model, 18K yellow gold, lapis lazuli, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
 B7224520,necklaces,"Amulette de Cartier necklace, XS model","yellow gold, chrysoprase, diamond",20,2560.00 INR,"Amulette de Cartier necklace, XS model, 18K yellow gold, chrysoprase, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
 H7000320,necklaces,Cactus de Cartier Necklace,"yellow gold, chrysoprase, lapis lazuli, diamonds",20,263000.00 INR,"Cactus de Cartier necklace, 18K yellow gold, set with 80 chrysoprases, 77 lapis lazulis and 260 brilliant-cut diamonds totaling 5.18 carats."
 H3000006,necklaces,Les Oiseaux LibÃ©rÃ©s necklace,"white gold, rubies, emeralds, mother-of-pearl, diamonds",20,263000.00 INR,"Les Oiseaux LibÃ©rÃ©s necklace, 18K white gold, gray mother-of pearl, emeralds, ruby beads, set with 477 brilliant-cut diamonds totaling 3.21 carats."
 HP300100,necklaces,Les Oiseaux LibÃ©rÃ©s necklace,"white gold, emeralds, sapphire, mother-of-pearl, diamonds",20,263000.00 INR,"Les Oiseaux LibÃ©rÃ©s necklace - 18K white gold, 5 emerald drops, mother-of-pearl beaks, sapphire eye, emerald eye, 899 brilliant-cut diamonds totaling 6.49 carats."
 H7000308,necklaces,Pluie de Cartier necklace,"white gold, diamonds",20,263000.00 INR,"Pluie de Cartier necklace, 18K white gold, set with diamonds totaling 27.7 carats."
 B3153117,necklaces,Hearts and Symbols pendant,"white gold, diamonds",20,2670.00 INR,"Etoile necklace, 18K white gold, set with 12 brilliant-cut diamonds totaling 0.15 carats."
 N7424165,necklaces,Juste un Clou necklace,yellow gold,20,27100.00 INR,"Juste un Clou necklace, small model, 18K yellow gold."
 N7424127,necklaces,PanthÃ¨re de Cartier necklace,"white gold, diamonds, emeralds, onyx",20,27300.00 INR,"Necklace, 18K white gold, set with 258 brilliant-cut diamonds totaling 1.69 carats. Emeralds, onyx."
 N7219900,necklaces,PanthÃ¨re de Cartier necklace,"white gold, diamonds, emeralds, onyx",20,27300.00 INR,"Necklace, 18K white gold, set with 258 brilliant-cut diamonds totaling 1.69 carats. Emeralds, onyx."
 B3153118,necklaces,Hearts and Symbols pendant,"pink gold, diamonds",20,2810.00 INR,"Hand of Fatima necklace, 18K pink gold, set with 14 brilliant-cut diamonds totaling 0.17 carats"
 N7424120,necklaces,PanthÃ¨re de Cartier necklace,"yellow gold, black lacquer, citrine, tsavorite garnets, diamonds",20,28200.00 INR,"PanthÃ¨re de Cartier necklace, 18K yellow gold, black lacquer, set with a citrine bead, tsavorite garnets and 5 brilliant-cut diamonds totaling 0.05 carat."
 B7058700,necklaces,Trinity necklace,"white gold, yellow gold, pink gold, diamonds",20,2910.00 INR,"Trinity necklace, 18K white gold, 18K pink gold, 18K yellow gold, set with 5 brilliant-cut diamonds totaling 0.06 carats, pink gold chain. Width: 1.8 mm. Inner diameter: 13.4 mm."
 N7413400,necklaces,Juste un Clou necklace,"pink gold, diamonds",20,29100.00 INR,"Juste un Clou necklace, 18K pink gold, set with 111 brilliant-cut diamonds (1.19 carats)."
 B7224584,necklaces,Cactus de Cartier Necklace,"yellow gold, diamonds",20,2960.00 INR,"Cactus de Cartier necklace, 18K yellow gold, set with 1 brilliant-cut diamond of 0.01 carats."
 N7408338,necklaces,PanthÃ¨re de Cartier necklace,"yellow gold, lacquer, diamonds, tsavorite garnet, onyx",20,29600.00 INR,"Necklace, 18K yellow gold, black lacquer, set with 3 brilliant-cut diamonds totaling 0.16 carats. Tsavorite garnet, onyx."
 N7424285,necklaces,Pluie de Cartier necklace,"white gold, diamonds",20,29600.00 INR,"Pluie de Cartier necklace, 18K white gold, set with 6 pear-shaped diamonds totaling 1.76 carats and 14 brilliant-cut diamonds totaling 0.42 carat."
 B7224700,necklaces,PanthÃ¨re de Cartier necklace,"pink gold, black lacquer, tsavorite garnets",20,2990.00 INR,"PanthÃ¨re de Cartier necklace, 18K pink gold, black lacquer, tsavorite garnets."
 B7014200,necklaces,Love necklace,yellow gold,20,3050.00 INR,"Love necklace, 18K yellow gold. Inner diameter 16mm. Chain length: 420mm."
 B7014400,necklaces,Love necklace,pink gold,20,3050.00 INR,"Love necklace, 18K rose gold. Inner diameter 16mm. Chain length: 420mm."
 B7015500,necklaces,Caresse d'OrchidÃ©es par Cartier necklace,"pink gold, diamond",20,3050.00 INR,"Caresse d'OrchidÃ©es par Cartier necklace, medium model, 18K pink gold, set with 1 brilliant-cut diamond of 0.02 carat."
 B3153119,necklaces,Hearts and Symbols pendant,"white gold, diamond",20,3050.00 INR,"Hand of Fatima necklace, 18K white gold, set with 14 brilliant-cut diamonds totaling 0.17 carats"
 B7224900,necklaces,Trinity necklace,"white gold, yellow gold, pink gold, diamond",20,3100.00 INR,"Trinity necklace, 18K white gold, 18K pink gold, 18K yellow gold, set with 1 brilliant-cut diamond totaling 0.18 carats, pink gold chain. Inner diameter: 4.75 mm. Adjustable chain length: 38-41 cm."
 B7219700,necklaces,"Love necklace, 6 diamonds","pink gold, white gold, diamonds",20,3150.00 INR,"Love necklace, 18K rose gold, 18K white gold, set with 6 brilliant-cut diamonds totaling 0.01 carats. Mini cicle inner diameter: 5.6mm Baby love inner diameter: 8mm Chain length: 370mm."
 N7413100,necklaces,C de Cartier necklace,"white gold, diamonds",20,32000.00 INR,"C de Cartier necklace, 18K white gold, set with 133 brilliant-cut diamonds totaling 3.71 carats."
 B7014300,necklaces,Love necklace,white gold,20,3250.00 INR,"Love necklace, 18K white gold. Inner diameter 16mm. Chain length: 420mm."
 HP701146,necklaces,Faune et Flore de Cartier necklace,"platinum, emeralds, diamonds",20,331000.00 INR,"Necklace - platinum, emeralds, one 0.13-carat tapered diamond, 662 brilliant-cut diamonds totaling 14.00 carats."
 H7000156,necklaces,Cactus de Cartier Necklace,"yellow gold, emeralds, diamonds",20,342000.00 INR,"Cactus de Cartier necklace, 18K yellow gold, emeralds, set with 204 brilliant-cut diamonds totaling 8.00 carats."
 B7224569,necklaces,"Amulette de Cartier necklace, XS model","pink gold, onyx, white mother-of-pearl, diamond",20,3500.00 INR,"Amulette de Cartier necklace, extra-small model, 18K pink gold, onyx, white mother-of-pearl, set with 2 brilliant-cut diamonds totaling 0.05 carats. Diameter of the motifs: 12 mm. Adjustable chain."
 B7224745,necklaces,Clash de Cartier necklace Medium Model,pink gold,20,3500.00 INR,"Clash de Cartier necklace, medium model, 18K pink gold. Pendant size: 44mm. Width: 8mm. Adjustable chain length: 38-41cm"
 B7224558,necklaces,"Amulette de Cartier necklace, small model","pink gold, onyx, diamond",20,3650.00 INR,"Amulette de Cartier necklace, small model, 18K pink gold, set with a brilliant-cut diamond of 0.09 carats, onyx."
 N7424294,necklaces,Agrafe necklace,"pink gold, diamonds",20,37000.00 INR,"Agrafe RÃ©sille necklace, 18K pink gold, set with 78 brilliant-cut diamonds totaling 2.85 carats."
 H7000130,necklaces,Reflection de Cartier necklace,"white gold, diamonds",20,370000.00 INR,"Reflection de Cartier necklace, 18K white gold, set with 264 brilliant-cut diamonds totaling 11.40 carats, and with 132 baguette-cut diamonds totaling 14.25 carats."
 B7224577,necklaces,Trinity necklace,"white gold, yellow gold, pink gold",20,3750.00 INR,"Trinity de Cartier chain long necklace, 18K white gold, 18K pink gold, 18K yellow gold."
 B7224573,necklaces,Etincelle de Cartier necklace,"white gold, diamonds",20,3750.00 INR,"Etincelle de Cartier necklace, 18K white gold, set with 6 brilliant-cut diamonds totaling 0.26 carats."
 B7224513,necklaces,Juste un Clou necklace,"pink gold, diamonds",20,3850.00 INR,"Juste un Clou necklace, 18K rose gold, set with 14 brilliant-cut diamonds totaling 0.12 carats. Width: 2.2mm. Inner diameter 14.2mm. Adjustable chain length 39-41mm."
 N7424261,necklaces,Essential Lines necklace,"white gold, sapphires",20,39300.00 INR,"Essential Lines necklace, 18K white gold, set with 135 brilliant-cut sapphires."
 B7014500,necklaces,"Love necklace, 3 diamonds","yellow gold, diamonds",20,4000.00 INR,"Love necklace, 18K yellow gold, set with 3 brilliant-cut diamonds totaling 0.07 carats. Inner diameter 16mm. Chain length: 420mm."
 B7014700,necklaces,"Love necklace, 3 diamonds","pink gold, diamonds",20,4000.00 INR,"Love necklace, 18K rose gold, set with 3 brilliant-cut diamonds totaling 0.07 carats. Inner diameter 16mm. Chain length: 420mm."
 N7424122,necklaces,PanthÃ¨re de Cartier necklace,"white gold, black lacquer, emeralds, onyx, diamonds",20,40900.00 INR,"PanthÃ¨re de Cartier necklace, 18K white gold, black lacquer, set with 176 brilliant-cut diamonds (1.10 carats), emeralds and onyx."
 B7013800,necklaces,"Love necklace, diamonds","yellow gold, diamonds",20,4200.00 INR,"Love necklace, 18K yellow gold, set with 18 brilliant-cut diamonds totaling 0.22 carats. Width: 2.65 mm. Inner diameter: 7.6 mm. Chain length: 420 mm."
 B7013900,necklaces,"Love necklace, diamonds","pink gold, diamonds",20,4200.00 INR,"Love necklace, 18K rose gold, set with 18 brilliant-cut diamonds totaling 0.22 carats. Width: 2.65mm. Inner diameter 7.6mm. Chain length: 420mm."
 B7224562,necklaces,Cactus de Cartier Necklace,"pink gold, diamond",20,4200.00 INR,"Cactus de Cartier necklace, 18K pink gold, set with 1 brilliant-cut diamond totaling 0.018 carats."
 B7014600,necklaces,"Love necklace, 3 diamonds","white gold, diamonds",20,4250.00 INR,"Love necklace, 18K white gold, set with 3 brilliant-cut diamonds totaling 0.07 carats. Inner diameter 16mm. Chain length: 420mm."
 B7013700,necklaces,"Love necklace, diamonds","white gold, diamonds",20,4500.00 INR,"Love necklace, 18K white gold, set with 18 brilliant-cut diamonds totaling 0.22 carats. Width: 2.65 mm. Inner diameter: 7.6 mm. Chain length: 420 mm."
 B7224532,necklaces,Trinity necklace,"white gold, diamonds, ceramic",20,4500.00 INR,"Trinity necklace, 18K white gold, black ceramic, set with 14 brilliant-cut diamonds totaling 0.21 carats."
 N7424289,necklaces,Cactus de Cartier Necklace,"yellow gold, diamonds",20,46900.00 INR,"Cactus de Cartier necklace, 18K yellow gold, set with 123 brilliant-cut diamonds totaling 2.90 carats."
 B3045700,necklaces,Etincelle de Cartier necklace,"pink gold, diamonds",20,4800.00 INR,"Etincelle de Cartier necklace, 18K pink gold, set with 32 brilliant-cut diamonds totaling 0.14 carats."
 B7224521,necklaces,"Amulette de Cartier necklace, small model","yellow gold, lapis lazuli, diamond",20,4900.00 INR,"Amulette de Cartier necklace, small model, 18K yellow gold, lapis lazuli, set with a brilliant-cut diamond of 0.09 carats. Diameter of motif: 17 mm. Chain: 60 cm."
 B7224570,necklaces,Etincelle de Cartier necklace,"pink gold, diamonds",20,4900.00 INR,"Etincelle de Cartier necklace, 18K pink gold, set with 12 brilliant-cut diamonds totaling 0.45 carats."
 N7424151,necklaces,Essential Lines necklace,"pink gold, diamonds",20,49200.00 INR,"Essential Lines necklace, 18K pink gold, set with 135 brilliant-cut diamonds totaling 7.41 carats."
 B3047300,necklaces,"Amulette de Cartier necklace, XS model","white gold, diamonds",20,4950.00 INR,"Amulette de Cartier necklace, XS model, 18K white gold, set with 20 brilliant-cut diamonds totaling 0.25 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
 B7014900,necklaces,"Love necklace, 6 diamonds","white gold, diamonds",20,5100.00 INR,"Love necklace, 18K white gold, set with 6 brilliant-cut diamonds totaling 0.15 carats. Inner diameter 16mm."
 B3045500,necklaces,Trinity necklace,"white gold, ceramic, diamonds",20,5100.00 INR,"Trinity necklace, small model, 18K white gold, black ceramic, set with 44 brilliant-cut diamonds totaling 0.19 carats. Inner diameter 15.4mm."
 N7424209,necklaces,PanthÃ¨re de Cartier necklace,"white gold, emeralds, diamonds, onyx",20,52000.00 INR,"PanthÃ¨re de Cartier necklace, 18K white gold, set with 347 brilliant-cut diamonds totaling 0.93 carats, emeralds, onyx."
 B7224571,necklaces,Etincelle de Cartier necklace,"white gold, diamonds",20,5250.00 INR,"Etincelle de Cartier necklace, 18K white gold, set with 12 brilliant-cut diamonds totaling 0.45 carats."
 B7216300,necklaces,"Love necklace, diamond-paved","white gold, diamonds",20,5400.00 INR,"Love necklace, 18K white gold, set with 48 brilliant-cut diamonds totaling 0.30 carats. Inner diameter 7.7mm. Chain length: 380mm."
 N7424259,necklaces,Essential Lines necklace,"white gold, sapphires",20,54500.00 INR,"Essential Lines necklace, 18K white gold, set with 121 brilliant-cut sapphires."
 B7060700,necklaces,Chain necklace,yellow gold,20,570.00 INR,"Chain necklace, 18K yellow gold."
 B3153111,necklaces,Cross pendant,yellow gold,20,570.00 INR,"Cross pendant, 18K yellow gold"
 B3153112,necklaces,Star pendant,yellow gold,20,570.00 INR,"Star pendant, 18K yellow gold"
 B3153113,necklaces,Hand of Fatima pendant,yellow gold,20,570.00 INR,"Hand of Fatima pendant, 18K yellow gold"
 B3047100,necklaces,"Amulette de Cartier necklace, XS model","yellow gold, diamonds, white mother-of-pearl",20,6000 INR,"Amulette de Cartier necklace, XS model, 18K yellow gold, set with a brilliant-cut diamond of 0.02 carats, white mother-of-pearl. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
 B7224542,necklaces,"Amulette de Cartier necklace, small model","pink gold, malachite, diamond",20,6000 INR,"Amulette de Cartier necklace, small model, 18K pink gold, malachite, set with a brilliant-cut diamond of 0.09 carats. Diameter of motif: 17 mm. Chain: 60 cm."
 B7224528,necklaces,Love necklace,"pink gold, diamonds",20,6000 INR,"Love necklace, 18K pink gold, set with 48 brilliant-cut diamonds totaling 0.30 carats. Width: 2.65 mm. Inner diameter: 7.6 mm. Chain length: 420 mm."
 B7058000,necklaces,"Love necklace, diamond-paved","white gold, diamonds",20,6000 INR,"Love necklace, 18K white gold, set with 54 brilliant-cut diamonds totaling 0.34 carats. Inner diameter 15.95mm. Chain length: 420mm."
 N7424227,necklaces,Cactus de Cartier Necklace,"yellow gold, diamonds",20,6000 INR,"Cactus de Cartier necklace, 18K yellow gold, set with 6 brilliant-cut diamonds totaling 0.40 carat."
 N7424212,necklaces,PanthÃ¨re de Cartier necklace,"white gold, emeralds, diamonds, onyx",20,6000 INR,"PanthÃ¨re de Cartier necklace, 18K white gold, set with 309 brilliant-cut diamonds totaling 3.24 carats, emerald eyes, onyx."
 N7059200,necklaces,PanthÃ¨re de Cartier necklace,"yellow gold, lacquer, diamonds, tsavorite garnet",20,6000 INR,"Necklace, 18K yellow gold, black lacquer, set with 32 brilliant-cut diamonds totaling 0.23 carat. Tsavorite garnet, onyx."
 H7000030,necklaces,PanthÃ¨re de Cartier necklace,"white gold, emeralds, onyx, diamonds",20,6000 INR,"PanthÃ¨re de Cartier necklace, 18K white gold set with 817 brilliant-cut diamonds totaling 5.92 carats and five emeralds, onyx."
 B7223500,necklaces,Trinity necklace,"white gold, yellow gold, pink gold, diamond",20,6000 INR,"Trinity necklace, 18K white gold, 18K rose gold, 18K yellow gold, set with 1 brilliant-cut diamonds totaling 0.04 carats, rose gold chain. Inner diameter 7.3mm."
 B7219300,necklaces,Logo necklace,"pink gold, diamonds",20,6000 INR,"Double C de Cartier necklace, 18K pink gold, set with 37 brilliant-cut diamonds totaling 0.10 carat."
 B3045800,necklaces,Etincelle de Cartier necklace,"white gold, diamonds",20,6000 INR,"Etincelle de Cartier necklace, 18K white gold, set with 32 brilliant-cut diamonds totaling 0.14 carats."
 N7424155,necklaces,Essential Lines necklace,"white gold, diamonds",20,6000 INR,"Essential Lines necklace, 18K white gold, set with 135 brilliant-cut diamonds totaling 7.41 carats."
 B7060800,necklaces,Chain necklace,white gold,20,6000 INR,"Chain necklace, 18K white gold."
 B3153116,necklaces,Hearts and Symbols pendant,"pink gold, diamonds",20,6000 INR,"Etoile necklace, 18K pink gold, set with 12 brilliant-cut diamonds totaling 0.15 carats."
 H7000544,necklaces,Pluie de Cartier necklace,"white gold, diamonds",20,6000 INR,"Pluie de Cartier necklace, 18K white gold, set with diamonds."
 N7424312,necklaces,Clash de Cartier necklace Diamonds,"pink gold, diamonds",20,6250.00 INR,"Clash de Cartier necklace, 18K pink gold, set with 10 brilliant-cut diamonds totaling 0.29 carats. Pendant size: 37mm. Width: 6.8mm. Adjustable chain length: 38-41cm"
 B3047000,necklaces,Juste un Clou necklace,"pink gold, diamonds",20,6350.00 INR,"Juste un Clou necklace, 18K rose gold, set with 36 brilliant-cut diamonds totaling 0.38 carats. Width: 2.2mm. Inner diameter 14.2mm. Adjustable chain length 39-41cm."
 B7224511,necklaces,Juste un Clou necklace,"yellow gold, diamonds",20,6350.00 INR,"Juste un Clou necklace, 18K yellow gold, set with 36 brilliant-cut diamonds totaling 0.38 carat."
 N7424235,necklaces,Essential Lines necklace,"white gold, diamonds, sapphires",20,65000.00 INR,"Essential Lines necklace, 18K white gold, set with 61 brilliant-cut diamonds totaling 5.49 carats, and 60 brilliant-cut sapphires."
 N7424296,necklaces,Agrafe necklace,"pink gold, diamonds",20,67500.00 INR,"Agrafe RÃ©sille necklace, 18K pink gold, set with 102 brilliant-cut diamonds totaling 5.10 carats."
